age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,end,sex,age_cat,race,c_charge_degree,decile_score.1,score_text,v_type_of_assessment,v_decile_score,v_score_text,label
21.0,0.0,0.0,0.0,1.0,-1.0,2.0,760.0,1,2,0,7,4,2,0,6,2,0
27.0,0.0,0.0,0.0,0.0,-1.0,1.0,615.0,0,0,0,7,1,1,0,1,1,0
21.0,4.0,0.0,0.0,4.0,622.0,68.0,622.0,1,2,0,3,6,2,0,7,0,1
22.0,0.0,1.0,0.0,2.0,-1.0,1.0,48.0,0,2,0,7,7,0,0,7,0,1
29.0,0.0,0.0,0.0,1.0,-36.0,36.0,553.0,1,0,0,2,0,1,0,1,1,0
20.0,0.0,0.0,0.0,0.0,-1.0,1.0,48.0,1,2,5,3,2,1,0,4,2,1
21.0,1.0,0.0,0.0,1.0,81.0,79.0,145.0,0,2,0,3,5,2,0,5,2,1
34.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1,0,2,7,0,1,0,0,1,1
37.0,0.0,0.0,0.0,0.0,-2.0,2.0,788.0,0,0,3,7,0,1,0,0,1,1
61.0,0.0,0.0,0.0,11.0,-1.0,1.0,1128.0,1,1,0,3,2,1,0,2,1,0
39.0,0.0,0.0,0.0,2.0,-1.0,1.0,324.0,1,0,0,7,0,1,0,0,1,1
62.0,0.0,0.0,0.0,22.0,0.0,0.0,238.0,1,1,0,3,7,0,0,1,1,1
55.0,0.0,0.0,0.0,6.0,1001.0,192.0,1001.0,0,1,2,2,3,1,0,0,1,0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,1,0,0,3,7,0,0,5,2,0
21.0,0.0,0.0,0.0,0.0,-1.0,1.0,890.0,1,2,0,2,6,2,0,6,2,1
31.0,0.0,0.0,0.0,0.0,-1.0,2.0,1103.0,1,0,5,3,2,1,0,2,1,0
24.0,0.0,0.0,0.0,0.0,0.0,1.0,1070.0,1,2,3,3,9,0,0,6,2,0
26.0,0.0,0.0,0.0,3.0,107.0,306.0,506.0,0,0,0,3,4,2,0,2,1,1
34.0,0.0,0.0,0.0,12.0,0.0,1.0,211.0,1,0,0,3,5,2,0,1,1,1
30.0,0.0,0.0,0.0,0.0,-1.0,1.0,846.0,1,0,5,3,0,1,0,0,1,0
69.0,0.0,0.0,0.0,0.0,-6.0,6.0,704.0,1,1,3,7,0,1,0,0,1,0
36.0,0.0,0.0,0.0,0.0,-3.0,3.0,844.0,1,0,0,3,0,1,0,0,1,0
20.0,0.0,0.0,0.0,1.0,0.0,0.0,315.0,1,2,0,3,9,0,0,9,0,1
50.0,0.0,0.0,0.0,4.0,-1.0,2.0,410.0,0,1,0,2,2,1,0,0,1,0
39.0,0.0,0.0,0.0,0.0,0.0,1.0,605.0,0,0,0,7,1,1,0,0,1,0
27.0,0.0,0.0,0.0,1.0,-2.0,2.0,910.0,1,0,0,2,0,1,0,1,1,0
29.0,0.0,0.0,0.0,0.0,0.0,1.0,968.0,1,0,0,7,1,1,0,1,1,0
42.0,0.0,0.0,0.0,0.0,-1.0,1.0,452.0,0,0,0,7,0,1,0,0,1,1
25.0,0.0,0.0,0.0,0.0,-1.0,1.0,906.0,1,0,3,3,2,1,0,5,2,0
35.0,0.0,0.0,0.0,3.0,0.0,0.0,257.0,1,0,2,7,4,2,0,3,1,1
30.0,0.0,0.0,0.0,1.0,-1.0,1.0,836.0,1,0,2,2,4,2,0,1,1,0
23.0,0.0,0.0,0.0,2.0,-1.0,1.0,831.0,1,2,0,4,5,2,0,5,2,0
44.0,0.0,0.0,0.0,0.0,0.0,1.0,612.0,0,0,0,7,0,1,0,0,1,0
61.0,0.0,0.0,0.0,0.0,-1.0,1.0,1163.0,0,1,2,8,0,1,0,0,1,0
25.0,0.0,1.0,0.0,10.0,410.0,1.0,410.0,1,0,0,2,8,0,0,5,2,1
20.0,0.0,0.0,4.0,0.0,-1.0,1.0,871.0,1,2,0,2,8,0,0,6,2,0
32.0,0.0,0.0,0.0,14.0,-1.0,1.0,719.0,1,0,0,3,8,0,0,5,2,1
27.0,0.0,1.0,1.0,7.0,-1.0,1.0,716.0,1,0,2,7,8,0,0,7,0,1
36.0,0.0,0.0,0.0,12.0,-13.0,13.0,23.0,1,0,0,3,8,0,0,9,0,0
21.0,0.0,0.0,0.0,1.0,-1.0,1.0,788.0,1,2,0,3,5,2,0,5,2,1
19.0,0.0,0.0,1.0,1.0,-1.0,1.0,600.0,1,2,2,3,9,0,0,7,0,1
67.0,0.0,0.0,0.0,0.0,-1.0,1.0,955.0,1,1,1,7,0,1,0,0,1,0
24.0,0.0,0.0,0.0,1.0,279.0,35.0,1157.0,0,2,0,3,2,1,0,3,1,1
22.0,0.0,0.0,0.0,0.0,-1.0,1.0,506.0,1,2,0,3,2,1,0,4,2,1
24.0,0.0,0.0,0.0,2.0,0.0,0.0,1168.0,0,2,0,8,5,2,0,4,2,0
44.0,0.0,0.0,0.0,8.0,-19.0,19.0,583.0,1,0,3,3,4,2,0,3,1,0
32.0,0.0,0.0,0.0,13.0,-1.0,1.0,627.0,1,0,0,3,7,0,0,2,1,0
22.0,0.0,0.0,0.0,1.0,-1.0,1.0,189.0,1,2,0,7,8,0,0,7,0,1
39.0,0.0,0.0,0.0,2.0,-2.0,2.0,1087.0,1,0,2,3,1,1,0,1,1,1
25.0,0.0,0.0,0.0,1.0,-1.0,1.0,536.0,1,0,5,3,3,1,0,2,1,1
27.0,0.0,0.0,0.0,0.0,-1.0,1.0,645.0,1,0,2,3,1,1,0,1,1,1
59.0,0.0,0.0,0.0,22.0,-1.0,1.0,438.0,1,1,0,3,5,2,0,5,2,1
36.0,0.0,0.0,0.0,4.0,110.0,144.0,346.0,0,0,2,1,8,0,0,2,1,1
24.0,0.0,0.0,1.0,9.0,-23.0,23.0,893.0,1,2,2,7,9,0,0,7,0,1
31.0,0.0,0.0,0.0,0.0,-1.0,1.0,88.0,1,0,0,3,7,0,0,7,0,1
25.0,0.0,0.0,0.0,0.0,0.0,0.0,964.0,0,0,2,7,3,1,0,3,1,0
24.0,0.0,0.0,2.0,2.0,-1.0,1.0,207.0,1,2,0,3,4,2,0,4,2,1
36.0,0.0,0.0,0.0,1.0,-1.0,1.0,229.0,1,0,5,7,0,1,0,0,1,1
22.0,0.0,0.0,1.0,1.0,28.0,1.0,28.0,1,2,0,7,6,2,0,8,0,1
28.0,0.0,0.0,0.0,6.0,-2.0,2.0,218.0,1,0,2,3,3,1,0,2,1,0
44.0,0.0,0.0,0.0,0.0,-1.0,1.0,369.0,0,0,2,8,0,1,0,0,1,1
24.0,1.0,0.0,1.0,9.0,-339.0,335.0,106.0,1,2,0,3,8,0,0,7,0,0
29.0,0.0,0.0,0.0,3.0,0.0,1.0,491.0,1,0,0,3,3,1,0,2,1,1
35.0,0.0,0.0,0.0,0.0,0.0,1.0,115.0,1,0,2,3,4,2,0,0,1,1
33.0,0.0,0.0,0.0,3.0,0.0,1.0,1086.0,1,0,0,3,1,1,0,0,1,0
23.0,0.0,0.0,0.0,0.0,0.0,1.0,567.0,1,2,0,3,2,1,0,3,1,1
34.0,0.0,0.0,0.0,5.0,-1.0,1.0,272.0,1,0,0,3,3,1,0,1,1,1
29.0,0.0,0.0,0.0,12.0,-1.0,1.0,160.0,1,0,0,3,9,0,0,6,2,1
32.0,0.0,0.0,0.0,6.0,-1.0,1.0,695.0,1,0,2,3,1,1,0,2,1,1
63.0,0.0,0.0,0.0,22.0,272.0,150.0,546.0,1,1,0,7,8,0,0,4,2,1
43.0,1.0,0.0,0.0,8.0,34.0,45.0,569.0,1,0,0,2,3,1,0,4,2,1
34.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,1,0,5,7,0,1,0,0,1,0
25.0,0.0,0.0,0.0,0.0,-1.0,1.0,69.0,1,0,2,7,1,1,0,2,1,0
22.0,0.0,0.0,0.0,1.0,0.0,1.0,623.0,1,2,0,3,8,0,0,9,0,1
23.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,1,2,0,8,2,1,0,4,2,1
27.0,0.0,0.0,0.0,6.0,-1.0,1.0,224.0,1,0,5,2,4,2,0,2,1,0
33.0,0.0,0.0,0.0,4.0,0.0,1.0,53.0,1,0,0,3,5,2,0,1,1,0
31.0,0.0,0.0,0.0,8.0,-1.0,1.0,39.0,1,0,0,3,8,0,0,4,2,1
26.0,0.0,0.0,0.0,7.0,-126.0,126.0,765.0,1,0,2,3,4,2,0,2,1,0
32.0,1.0,0.0,0.0,8.0,-2.0,2.0,977.0,1,0,2,2,3,1,0,3,1,1
25.0,0.0,0.0,0.0,28.0,-55.0,53.0,119.0,1,0,0,8,8,0,0,7,0,1
28.0,0.0,0.0,0.0,5.0,0.0,0.0,951.0,1,0,0,3,8,0,0,5,2,1
25.0,0.0,0.0,0.0,3.0,-23.0,23.0,795.0,0,0,0,7,9,0,0,7,0,0
34.0,0.0,0.0,0.0,0.0,0.0,0.0,1179.0,1,0,0,3,3,1,0,3,1,0
52.0,0.0,0.0,0.0,0.0,-6.0,6.0,633.0,1,1,2,8,0,1,0,0,1,0
20.0,0.0,0.0,0.0,0.0,-1.0,1.0,113.0,1,2,0,3,5,2,0,6,2,1
45.0,0.0,0.0,0.0,15.0,-1.0,1.0,668.0,1,1,0,3,8,0,0,6,2,1
27.0,0.0,0.0,0.0,2.0,-1.0,1.0,35.0,1,0,0,3,8,0,0,7,0,1
30.0,0.0,0.0,0.0,19.0,57.0,69.0,194.0,1,0,2,3,9,0,0,2,1,1
50.0,0.0,0.0,0.0,1.0,-1.0,847.0,1112.0,1,1,2,3,0,1,0,0,1,1
21.0,0.0,0.0,0.0,2.0,30.0,10.0,30.0,1,2,0,9,6,2,0,7,0,0
44.0,0.0,0.0,0.0,3.0,-1.0,1.0,81.0,1,0,0,3,6,2,0,1,1,0
39.0,0.0,0.0,0.0,5.0,-1.0,1.0,486.0,1,0,0,3,6,2,0,3,1,0
23.0,0.0,0.0,0.0,2.0,-1.0,1.0,771.0,1,2,0,1,1,1,0,2,1,1
54.0,0.0,0.0,0.0,2.0,-1.0,1.0,528.0,1,1,5,7,1,1,0,0,1,1
43.0,0.0,0.0,0.0,1.0,-1.0,1.0,1162.0,1,0,2,3,0,1,0,0,1,0
22.0,0.0,0.0,0.0,1.0,-28.0,28.0,988.0,0,2,0,5,4,2,0,4,2,0
43.0,0.0,0.0,0.0,0.0,-1.0,1.0,564.0,1,0,0,7,3,1,0,0,1,0
40.0,0.0,0.0,0.0,0.0,-1.0,1.0,1089.0,1,0,0,3,0,1,0,0,1,0
44.0,0.0,0.0,0.0,2.0,-1.0,1.0,849.0,1,0,2,3,4,2,0,2,1,0
36.0,0.0,0.0,0.0,6.0,-4.0,4.0,465.0,1,0,5,6,1,1,0,2,1,0
32.0,0.0,0.0,0.0,5.0,-1.0,1.0,564.0,1,0,0,7,3,1,0,3,1,0
40.0,0.0,0.0,0.0,1.0,0.0,1.0,594.0,1,0,0,3,0,1,0,0,1,1
54.0,0.0,0.0,0.0,1.0,114.0,256.0,114.0,1,1,0,3,2,1,0,1,1,0
22.0,0.0,0.0,0.0,1.0,-2.0,2.0,349.0,1,2,2,3,3,1,0,4,2,1
31.0,0.0,0.0,0.0,2.0,0.0,0.0,1057.0,1,0,2,7,2,1,0,1,1,0
23.0,0.0,0.0,0.0,0.0,-1.0,1.0,901.0,1,2,0,7,1,1,0,3,1,1
22.0,0.0,0.0,0.0,0.0,0.0,0.0,1115.0,1,2,0,7,5,2,0,5,2,0
63.0,0.0,0.0,0.0,0.0,-1.0,1.0,481.0,1,1,0,7,0,1,0,0,1,0
35.0,0.0,0.0,0.0,1.0,-15.0,16.0,645.0,1,0,2,8,3,1,0,0,1,1
29.0,0.0,0.0,2.0,14.0,0.0,0.0,620.0,1,0,2,3,9,0,0,9,0,1
24.0,0.0,0.0,0.0,1.0,-1.0,2.0,691.0,1,2,0,3,3,1,0,3,1,1
47.0,0.0,0.0,0.0,4.0,-58.0,59.0,975.0,1,1,2,3,4,2,0,5,2,1
23.0,0.0,0.0,0.0,2.0,-1.0,1.0,53.0,0,2,0,3,6,2,0,4,2,1
66.0,0.0,0.0,0.0,5.0,-1.0,1.0,1134.0,1,1,0,3,1,1,0,0,1,1
62.0,0.0,0.0,0.0,5.0,59.0,549.0,59.0,1,1,3,3,1,1,0,1,1,0
21.0,0.0,0.0,0.0,0.0,-1.0,1.0,559.0,0,2,0,7,3,1,0,3,1,0
23.0,0.0,0.0,0.0,6.0,0.0,0.0,152.0,1,2,2,3,8,0,0,5,2,1
31.0,0.0,0.0,0.0,0.0,-1.0,1.0,831.0,1,0,0,7,3,1,0,3,1,0
36.0,0.0,0.0,0.0,3.0,-2.0,2.0,352.0,0,0,2,3,0,1,0,0,1,1
51.0,1.0,0.0,0.0,10.0,173.0,196.0,286.0,0,1,0,3,9,0,0,5,2,1
21.0,1.0,0.0,1.0,2.0,-1.0,1.0,210.0,1,2,0,3,8,0,0,5,2,0
28.0,0.0,1.0,0.0,10.0,-1.0,0.0,967.0,1,0,0,3,6,2,0,5,2,1
28.0,0.0,0.0,0.0,2.0,0.0,1.0,54.0,1,0,2,3,1,1,0,2,1,0
44.0,0.0,0.0,0.0,5.0,0.0,0.0,760.0,1,0,2,2,1,1,0,0,1,0
34.0,1.0,0.0,0.0,11.0,-1.0,1.0,679.0,1,0,0,2,7,0,0,3,1,1
53.0,0.0,0.0,0.0,4.0,-1.0,1.0,988.0,0,1,2,3,0,1,0,0,1,1
35.0,0.0,0.0,0.0,0.0,-1.0,1.0,492.0,1,0,3,3,1,1,0,1,1,1
63.0,0.0,0.0,0.0,0.0,-1.0,1.0,609.0,1,1,2,3,0,1,0,0,1,0
21.0,0.0,0.0,0.0,0.0,0.0,1.0,615.0,1,2,0,8,8,0,0,5,2,1
24.0,0.0,0.0,1.0,1.0,-1.0,1422.0,697.0,0,2,2,8,2,1,0,2,1,0
30.0,0.0,0.0,0.0,0.0,-1.0,1.0,571.0,1,0,5,7,5,2,0,4,2,1
22.0,0.0,0.0,1.0,2.0,0.0,0.0,339.0,1,2,0,3,2,1,0,5,2,1
35.0,0.0,0.0,0.0,1.0,-1.0,1.0,1013.0,1,0,0,3,3,1,0,2,1,0
26.0,0.0,0.0,0.0,0.0,-1.0,1.0,622.0,1,0,5,3,4,2,0,3,1,1
51.0,0.0,0.0,0.0,0.0,-1.0,1.0,908.0,1,1,2,7,0,1,0,0,1,0
46.0,0.0,0.0,0.0,3.0,-35.0,35.0,484.0,1,1,0,3,2,1,0,2,1,1
21.0,0.0,0.0,0.0,3.0,-1.0,1.0,402.0,1,2,0,3,8,0,0,5,2,1
24.0,0.0,0.0,0.0,2.0,-1.0,1.0,717.0,1,2,0,7,4,2,0,3,1,1
24.0,0.0,0.0,0.0,5.0,0.0,1.0,444.0,1,2,0,3,5,2,0,3,1,0
29.0,0.0,0.0,0.0,29.0,-1.0,1.0,535.0,1,0,0,3,7,0,0,8,0,1
27.0,0.0,0.0,0.0,0.0,-2.0,2.0,1158.0,1,0,5,1,0,1,0,1,1,0
51.0,0.0,0.0,0.0,3.0,0.0,1.0,800.0,1,1,0,3,6,2,0,3,1,0
30.0,0.0,0.0,0.0,9.0,-1.0,0.0,336.0,1,0,0,2,9,0,0,6,2,1
50.0,0.0,0.0,0.0,12.0,-22.0,22.0,379.0,1,1,0,3,0,1,0,0,1,1
25.0,0.0,0.0,0.0,2.0,210.0,38.0,1004.0,0,0,0,3,7,0,0,6,2,1
32.0,0.0,0.0,0.0,12.0,-1.0,1.0,1092.0,1,0,0,3,7,0,0,5,2,1
25.0,0.0,0.0,1.0,7.0,-1.0,1.0,800.0,1,0,0,7,8,0,0,5,2,1
56.0,0.0,0.0,0.0,24.0,22.0,92.0,22.0,1,1,0,3,7,0,0,3,1,0
26.0,0.0,0.0,1.0,2.0,0.0,1.0,780.0,1,0,3,7,0,1,0,1,1,0
31.0,0.0,0.0,0.0,1.0,-36.0,36.0,528.0,1,0,2,1,0,1,0,0,1,0
53.0,0.0,0.0,0.0,6.0,-1.0,1.0,947.0,1,1,0,3,1,1,0,1,1,1
24.0,0.0,0.0,0.0,0.0,-1.0,1.0,785.0,1,2,2,3,1,1,0,2,1,0
23.0,0.0,0.0,1.0,3.0,-65.0,65.0,658.0,0,2,2,8,7,0,0,3,1,0
40.0,0.0,0.0,0.0,1.0,-1.0,1.0,1128.0,1,0,0,3,2,1,0,0,1,0
27.0,0.0,0.0,0.0,2.0,-40.0,40.0,995.0,0,0,0,2,5,2,0,3,1,0
45.0,0.0,0.0,0.0,1.0,-1.0,1.0,914.0,0,1,0,2,3,1,0,1,1,0
30.0,0.0,0.0,0.0,1.0,-40.0,40.0,511.0,1,0,2,3,1,1,0,1,1,0
29.0,0.0,0.0,0.0,12.0,-1.0,1.0,503.0,1,0,0,2,7,0,0,3,1,0
23.0,0.0,2.0,0.0,7.0,0.0,1.0,253.0,1,2,5,3,5,2,0,7,0,1
29.0,0.0,0.0,0.0,0.0,-1.0,1.0,611.0,1,0,0,3,1,1,0,1,1,0
22.0,0.0,0.0,0.0,0.0,-1.0,1.0,707.0,1,2,0,8,3,1,0,4,2,1
30.0,0.0,1.0,0.0,4.0,-1.0,1.0,279.0,0,0,0,3,5,2,0,1,1,0
42.0,0.0,0.0,0.0,2.0,-1.0,1.0,138.0,1,0,2,3,4,2,0,2,1,1
48.0,0.0,0.0,3.0,18.0,-85.0,84.0,189.0,0,1,0,3,5,2,0,0,1,1
26.0,0.0,0.0,0.0,0.0,-1.0,1.0,683.0,1,0,2,2,4,2,0,5,2,0
32.0,0.0,0.0,0.0,8.0,-1.0,1.0,636.0,1,0,2,3,4,2,0,4,2,0
42.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,1,0,2,7,0,1,0,0,1,0
